reviews,explicit aspects,fold
"Com o passar de o tempo , fatos estranhos acontecem e eles cada vez mais apaixonados um por o outro .",,1
"Isabella descobre a verdadeira identidade de Edward , e ele mostra as verdadeiras vantagens de ser um vampiro vegetariano .",,1
"Tudo corria bem , até que vampiros nômades aparecem e decidem que Isabella seria o jantar principal .",,1
"Agora Edward faz tudo para protegê - la , mas tudo dá errado e os outros vampiros conseguem morde - la .",,1
"Isabella está entre a vida e a morte , mas Edward chega a tempo e chupa o veneno de a mordida e tudo fica bem .",,1
"O primeiro livro de a saga crepúsculo é fantástico , pois a autora consegue misturar suspense , romance e ação em único livro .","livro
autora",1
Não pode ser considerado livro,livro,1
"Um amigo meu me emprestou Twilight e , como eu devia devolvê - lo em apenas alguns dias , acabei devorando o livro em três ou quatro dias .",,1
"De início , eu gostei , até engolir todo o açúcar e perceber que os personagens eram incrivelmente ruins .",personagens,1
A história em si é a a base de mais um clichê de a humanidade : vampiro bom se apaixona por garota que tem algum poder especial ou que é simplesmente intrometida .,história,1
"A SMeyer podia ter mudado isso , mas não o fez , humilhando mais ainda a lenda vampiresca com a idéia de que vampiros brilham a o sol .",,1
"Em o passado , acho que a queimariam como sendo uma herege .",,1
"Não que eu não conheça pessoas que modificaram a história de os vampiros algumas vezes , mas não acho que a idéia de transformá - los em diamantes é aconselhável .",,1
Isso foi como um estupro a o passado e a o Bram Stocker .,,1
"O enredo , como disse , também é falho , porque apenas fala de uma idéia de amor que revela perseguição e obsessão e só .",enredo,1
Bella não se apaixona por Edward .,,1
Apaixona - se por um ideal de beleza que todas as garotas querem ; o homem perfeito .,,1
"Se ele fosse um vilão , isso seria simplesmente maravilhoso , porém ele é tão irritante quanto a garota que narra a história inteira .",ele,1
Edward Cullen é um personagem doentio .,,1
Apaixona - se por o cheiro de o sangue de Bella e passa a persegui - la em muitos momentos .,,1
E ela ainda deixa .,,1
"Se alguém como ele me perseguisse , eu chamaria a polícia ou correria para um lugar menos monótono e com mais psicopatas .",,1
"Mas Bella se vê presa por aquele vampiro-que-não-vira-pó e , como se em um passe de mágica , se apaixona por esse ser falho .",ser,1
Os outros personagens também são mal explorados .,personagens,1
"Jasper , por exemplo , é o melhor de eles , e ainda sim não tem tanta participação quanto deveria ter .",,1
"Em Crepúsculo , ele aparenta ser uma pessoa de bom coração que modifica a tensão de as pessoas para fazê - las sentirem - se melhor .",,1
Já em o filme - e eu tenho de ressaltar - ele parece um drogado com alguma doença incurável .,,1
"SMeyer , também , não pode ser considerada uma boa escritora porque tem uma narração muito simples e monótona .",,1
"Não escreve tão bem quanto gostaria e , em algum momento em o livro , perde - se e mistura - se com Bella , mostrando que ela mesma é apaixonada por o personagem Edward Cullen , que criou .",,1
"Enfim , eu não sei como Crepúsculo e os outros livros viraram best-seller .",,1
"Acho que apenas continua famoso por culpa de as pessoas que ouvem falar e lêem como se para não serem excluídas e que , talvez , nunca leram livros melhores - os chamados posers .",,1
"Acredito que ele não pode ser considerado livro porque não passa de uma idéia repetitiva , cheia de clichês e partes surreais e que se torna mais obsessivo e menos interessante com o passar de o tempo .",livro,1
"Recomendável para seu pior inimigo , que vai se apaixonar por uma idéia clichê e muito açucarada que o fará passar mal .",,1
É tudo de bom,,1
"Olha gente , quem ja leu , quem ta lendo ou quem esta pensando em ler , vai ter gente que vai concordar com mim mas vai ter gente que não mas isso não importa pois eu achei muito legal pois é uma mistura de romance com o sobrenatural e fico muito joh Stephenie Meyer a grande criadora de esse magnifico romance é tudo de bom !",romance,1
Quem esta pensando em ler leiam pois eu tenho certeza de que vcs vão gostar !,,1
AH e uma coisa Crepúsculo e Harry Potter são histórias totalmente diferentes e não ah comparação entre eles !,,1
Cada história é uma história sem comparação !,,1
O Começo de uma eletrizante Saga !,,1
"Pra quem leu os livros antes de o filme sabe onde e como começa e como termina se comove com essa História inacreditavel cheia de suspeses e simpatiza muito com a jovem Isabella Swan aliás quem não gostaria de viver um romance assim como ela e ter a o lado um Edward Cullen de a vida sempre carinhoso , cuidadoso e Bizarro hsuahushau .",História,1
Crepúsculo e uma historia e tanto cada detalhe cada capitulo acredito que deve ter sido feito com muita dedicação por que assim como harry potter ficara pra sempre em a historia .,Crepúsculo,1
"Eu recomendo pra quem gosta de aventuras , misterio , Romance e rir .. Divirta - se Crepúsculo , Lua nova , Eclipse e o amanhecer São as maravilhasas de Stephenie Meyer .",,1
"Li Crepúsculo depois que assisti a o filme , porque não conseguia conceber como tanta gente gostou "" da aquilo "" .",,1
Mas para meu deleite o livro é infinitamente superior !,,1
"Gostoso de ler , com descrições de sensações e sentimentos belíssimas .",,1
Quando terminei fiquei com a dúvida de como tudo aquilo que eu havia lido coube apenas naquelas páginas .,,1
FODA,,1
"Depois de Harry Potter , pra mim , o segundos best-seller mais foda de o mundo .",,1
"de este livro ñ tenho nem palavras , é d longe um de os melhores livros q ja li .",livro,1
2.0,,1
"A primeira vista é apaixonante ( Edward , para falar a verdade ) .",,1
Depois a idéia começa a ficar piegas demais .,idéia,1
Fora que a autora está bem longe de ser uma boa escritora .,,1
"Em este ponto , J.K Rowling é bem melhor .",,1
Não apenas por saber escrever mas tb em o quesito criatividade .,,1
Horrível,,1
Acho que não foi o pior livro de a minha vida porque LUA NOVA ocupa esse posto !,,1
Não acredito que perdi tempo tentando encontrar algo de bom em isso .,,1
Em o mesmo nível de aquela ' novela ' Mutantes .,,1
"hahah , porque os personagens não são vampiros , cá pra nós .",,1
"Só fez me provar definitivamente que vender muito e fazer sucesso não é , nunca foi e nunca será sinônimo de qualidade .",,1
"( Claro , absolutamente nada contra quem gosta .",,1
É só minha opinião .,,1
= ] ),,1
Lindo um livro fantastico que conrrespondeu todas as minhas espectativas ...,livro,1
Péssimo,,1
O livro mais bobo que já li .,livro,1
"Personagens cansativos , previsíveis , a Bella é a menina mais chata e enjoada que já existiu em a literatura .","Personagens
Bella",1
"Vampiro bonzinho pra mim não dá , não dá mesmo .","Vampiro
bonzinho",1
"Resolvi ler "" Crepúsculo "" e depois de 4 dias havia terminado .",Crepúsculo,1
"Achei trocentas vezes mais interessante de o que o filme , com tiradas de humor muito boas , uma redação sagaz que não te deixa desgrudar os olhos um segundo sequer , e um Edward bem menos panacão de o que em o filme . .","tiradas
de
humor
redação",1
""" Crepúsculo "" ( e acredito que os outros de a série também sejam ) é SIM um ótimo livro .",livro,1
"Eu suuuper recomendo , viu ?",,1
"Estou prontíssima pra ler "" Lua Nova "" .",,1
Quem me empresta ?,,1
= ),,1
Só consegui pensar em uma única coisa durante toda a leitura de o livro : o quanto o Estado descrito em a obra se assemelha a a religião em os dias atuais .,,1
Excelente !,,1
Ainda não acabei de ler .,,1
Estou em os primeiros capítulos .,,1
Mas cada página de o livro é um convite a a imaginação e a a reflexão .,"cada
página",1
"Incrivelmente atual o livro foi escrito em 1949 ( salvo engano ) remetendo a o que a a época seria o futuro ( 1984 ) , mas um futuro sufocado e alienado em que cada passo de os indivíduos é vigiado , seus pensamentos rigorosamente monitorados por um "" Estado "" altamente burocrático e totalitarista .",livro,1
A forma como a personagem principal descreve em primeira pessoa o mundo em que vive e a sua percepção sobre ele é fantástica .,"A
forma
como
a
personagem
principal
descreve
em
primeira
pessoa
o
mundo
em
que
vive",1
"Parece se basear em uma descrição caricaturizada de o "" socialismo real "" , embora não se tranga importantes reflexões sobre diversas questões enfrentadas em esta era atual em que o argumento de a segurança produz contantes incursões sobre o território resarvado a a liberdade e a a privacidade de os indivíduos .",,1
"Enfim , qualquer análise seria reducionista , mas a leitura é altamente recomendável !",,1
1984,,1
Ou seria 1985 ?,,1
Difícil ter certeza .,,1
"Em uma época em que todas as informações são alteradas e manipuladas , não existem certezas além de uma : o Grande Irmão¹ .",,1
"Em um futuro aparentemente distante ( levando em consideração que o livro só foi publicado em 1949 ) , já não se sabe muito o que restou de Londres , que passou a fazer parte de um império chamado Oceania .",,1
"O socing¹ é o regime em que se encontra Oceania , implementado e mantido por o Partido .",,1
Quase tudo o que uma pessoa precisa para sobreviver é fornecido por o governo .,,1
"Existem três classes em Oceania : os membros internos de o Partido e o próprio Grande Irmão , que formam a elite ; os membros externos de o Partido , que seriam equivalentes a a classe média e a principal mão-de-obra de o partido , pois são eles que trabalham em os Ministérios e fazem parte de o processo de "" transformação de a verdade "" ( alteração de notícias , informações , datas , obras de ficção , música e distribuição de "" cultura "" ) , além serem mais diretamente afetados por a alienação ; e , por fim , os proletas , que seriam a classe baixa , menosprezados e até ignorados por os membros de o partido .",,1
Oceania vivia sob observação .,,1
"Todos os lugares , cantos , praças públicas e casas possuíam uma teletela e/ou microfones por os quais o Partido podia saber tudo o que acontecia e tudo o que era dito .",,1
Qualquer coisa que parecesse suspeita era considerada perigosa : até pensar .,,1
"Ainda sim , movido por um desejo de liberdade e um sentimento de contradição , Winston decide começar um diário .",,1
"Por alguma razão , o livro de páginas em branco disponível em uma lojinha de antiguidades em um bairro de proletas chamou sua atenção .",,1
"Talvez por o mistério que carregava , ou talvez por a idade : qualquer coisa que pertencesse a um período anterior a os domínio de o Partido parecia interessante .",,1
"Apesar de não saber bem como proceder , Winston registrava alguns pensamentos sobre o regime e informações que ele recebia em o setor em que trabalhava .",,1
Winston era um de os vários responsáveis por modificar notícias publicadas em os veículos de informação de forma a favorecer o Partido .,,1
Essa era uma de as principais táticas adotadas para sustentar o poder : modificar o passado para dominar o presente .,,1
"Sempre que alguma notícia pudesse insinuar que alguma de as previsões de o Grande Irmão estivesse errada , logo faziam parecer que fora exatamente aquilo que era esperado .",,1
"Se o alimento fosse cortado , faziam parecer que , a o invés de diminuir , ele aumentava .",,1
"Se Oceania estivesse em guerra com a Eurásia , e logo passasse a estar em guerra com a Lestásia , então , faziam parecer que sempre estiveram em guerra com a Lestásia ( Oceania , Eurária e Lestásia eram os três impérios que dominavam o mundo em a época ) .",,1
"Se alguma pessoa fosse aliada de o partido , mas logo depois se rebelasse , então , nunca fora aliada , mas sempre inimiga .",,1
"Assim , tudo o que o Grande Irmão dissesse ou fizesse , era verdade absoluta .",,1
